DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Coroner                       ,7/18/2015,0,4
Coroner                       ,10/22/2016,0,3
Coroner                       ,3/11/2017,0,4
Corrections                   ,11/9/2013,0,1
Corrections                   ,3/28/2015,0,1
Corrections                   ,2/13/2016,0,1
Corrections                   ,8/11/2018,1,2
Corrections                   ,3/9/2019,1,2
County Attorney               ,12/20/2014,0,6
County Attorney               ,11/7/2015,0,4
County Attorney               ,1/27/2018,0,3
County Attorney               ,3/24/2018,0,3
County Attorney               ,2/9/2019,0,4
Develop Louisville,12/19/2015,3,11
Develop Louisville,9/9/2017,2,6
Economic Development ,11/8/2014,1,4
Economic Development ,4/11/2015,0,3
Economic Development ,11/21/2015,0,2
Emergency Mgt Agency/MetroSafe,7/19/2014,3,23
Emergency Mgt Agency/MetroSafe,9/27/2014,3,22
Emergency Mgt Agency/MetroSafe,6/20/2015,4,21
Emergency Mgt Agency/MetroSafe,6/17/2017,3,17
Emergency Mgt Agency/MetroSafe,10/21/2017,1,16
Emergency Mgt Agency/MetroSafe,6/16/2018,1,13
Fire & Rescue                 ,4/26/2014,20,156
Fire & Rescue                 ,8/2/2014,24,156
Fire & Rescue                 ,1/3/2015,19,142
Fire & Rescue                 ,12/3/2016,17,96
Fire & Rescue                 ,7/14/2018,10,70
Fire & Rescue                 ,9/8/2018,11,68
Fleet & Facilities,7/5/2014,7,29
Fleet & Facilities,1/3/2015,7,29
Fleet & Facilities,4/20/2019,6,19
Human Relations Commission    ,12/21/2013,1,4
Human Relations Commission    ,6/21/2014,1,5
Human Relations Commission    ,11/18/2017,0,3
Human Relations Commission    ,1/27/2018,0,3
Human Relations Commission    ,3/24/2018,0,3
Human Resources,3/28/2015,0,5
Human Resources,5/6/2017,0,4
Human Resources,4/7/2018,1,4
Human Resources,12/15/2018,2,4
Kentuckiana Works Foundation,7/16/2016,0,1
Kentuckiana Works Foundation,7/30/2016,0,1
Kentuckiana Works Foundation,9/24/2016,0,1
Kentuckiana Works Foundation,11/3/2018,0,2
Library,10/26/2013,17,75
Library,12/16/2017,5,52
Library,2/10/2018,9,50
Library,6/15/2019,9,45
Louisville Metro Council      ,2/14/2015,2,16
Louisville Metro Council      ,4/22/2017,1,12
Louisville Metro Council      ,4/7/2018,1,9
Louisville Metro EMS,3/15/2014,0,6
Louisville Metro EMS,11/22/2014,0,6
Louisville Metro EMS,6/4/2016,0,5
Mayor's Office                ,12/31/2016,0,6
Mayor's Office                ,7/1/2017,0,6
Mayor's Office                ,9/23/2017,0,5
Mayor's Office                ,5/18/2019,1,5
Metro Animal Services         ,7/4/2015,0,1
Metro Animal Services         ,1/2/2016,0,1
Metro Animal Services         ,10/22/2016,0,1
Metro Parks & Recreation,4/26/2014,17,78
Metro Parks & Recreation,8/2/2014,18,78
Metro Parks & Recreation,1/31/2015,17,67
Metro Parks & Recreation,6/6/2015,17,68
Metro Parks & Recreation,12/2/2017,9,48
Metro Parks & Recreation,7/14/2018,10,44
Metro Parks & Recreation,9/8/2018,7,42
Metro Parks & Recreation,2/23/2019,6,40
Metro Police,3/14/2015,15,206
Metro Police,6/20/2015,20,197
Metro Police,7/4/2015,20,197
Metro Police,7/18/2015,20,195
Metro Police,1/2/2016,21,180
Metro Police,10/22/2016,17,148
OMB ,11/22/2014,7,24
OMB ,7/1/2017,5,19
OMB ,12/1/2018,6,16
Parking Authority of River Cty,9/13/2014,1,9
Parking Authority of River Cty,1/13/2018,0,4
Parking Authority of River Cty,6/2/2018,1,4
Parking Authority of River Cty,5/4/2019,2,5
Public Health & Wellness,11/9/2013,0,2
Public Health & Wellness,10/11/2014,0,2
Public Health & Wellness,5/23/2015,0,2
Public Health & Wellness,4/23/2016,0,3
Public Health & Wellness,9/10/2016,0,4
Public Health & Wellness,7/29/2017,1,3
Public Health & Wellness,8/26/2017,1,3
Public Health & Wellness,8/11/2018,1,3
Public Health & Wellness,10/20/2018,1,3
Public Health & Wellness,3/23/2019,1,3
PW&A ,7/19/2014,31,88
PW&A ,6/4/2016,27,72
PW&A ,7/29/2017,18,60
PW&A ,8/26/2017,14,57
PW&A ,10/20/2018,14,49
PW&A ,3/9/2019,14,47
Waterfront Development Corp,3/29/2014,1,6
Waterfront Development Corp,9/12/2015,2,6
Waterfront Development Corp,1/2/2016,1,6
Waterfront Development Corp,4/23/2016,1,6
Waterfront Development Corp,9/10/2016,2,6
Belle of Louisville           ,8/16/2014,0,2
Belle of Louisville           ,6/20/2015,0,3
Civic Innovation & Technology,8/2/2014,4,9
Civic Innovation & Technology,6/6/2015,4,9
Civic Innovation & Technology,8/15/2015,3,8
Civic Innovation & Technology,11/18/2017,1,6
Civic Innovation & Technology,3/24/2018,1,6
Civic Innovation & Technology,9/8/2018,1,5
Codes & Regulations,12/31/2016,7,22
Codes & Regulations,3/25/2017,7,23
Codes & Regulations,7/13/2019,7,16
Codes & Regulations,8/10/2019,7,16
Community Services,12/31/2016,2,8
Community Services,3/25/2017,1,8
Community Services,12/15/2018,2,10
Community Services,8/10/2019,2,7
Coroner                       ,8/2/2014,0,5
Coroner                       ,8/30/2014,0,5
Coroner                       ,12/20/2014,0,5
Coroner                       ,6/6/2015,0,4
Coroner                       ,2/25/2017,0,4
Coroner                       ,12/2/2017,0,6
Coroner                       ,3/24/2018,0,6
Coroner                       ,9/8/2018,0,6
Coroner                       ,12/29/2018,0,7
Coroner                       ,3/23/2019,0,7
Corrections                   ,4/11/2015,0,1
Corrections                   ,8/1/2015,0,1
Corrections                   ,4/9/2016,0,1
Corrections                   ,2/24/2018,0,1
County Attorney               ,9/27/2014,0,6
County Attorney               ,3/14/2015,0,6
County Attorney               ,7/18/2015,0,5
County Attorney               ,10/24/2015,0,4
County Attorney               ,5/21/2016,0,4
County Attorney               ,6/17/2017,0,3
Develop Louisville,11/21/2015,4,12
Develop Louisville,6/18/2016,2,11
Develop Louisville,12/30/2017,2,6
Develop Louisville,1/12/2019,4,6
Develop Louisville,3/9/2019,3,6
Economic Development ,11/9/2013,1,6
Economic Development ,10/25/2014,1,4
Economic Development ,5/23/2015,0,3
Economic Development ,1/16/2016,0,2
Economic Development ,1/14/2017,0,2
Emergency Mgt Agency/MetroSafe,10/12/2013,3,24
Emergency Mgt Agency/MetroSafe,11/7/2015,4,21
Emergency Mgt Agency/MetroSafe,12/3/2016,3,17
Emergency Mgt Agency/MetroSafe,6/30/2018,1,13
Emergency Mgt Agency/MetroSafe,7/28/2018,2,13
Emergency Mgt Agency/MetroSafe,2/9/2019,2,12
Fire & Rescue                 ,7/19/2014,23,156
Fire & Rescue                 ,6/16/2018,9,70
Fleet & Facilities,7/1/2017,9,26
Fleet & Facilities,5/5/2018,5,23
Fleet & Facilities,5/4/2019,7,19
Human Relations Commission    ,3/29/2014,1,4
Human Relations Commission    ,1/28/2017,0,3
Human Relations Commission    ,12/29/2018,0,3
Human Resources,10/11/2014,1,5
Human Resources,7/16/2016,1,3
Human Resources,7/30/2016,1,2
Human Resources,11/5/2016,1,3
Human Resources,7/15/2017,0,5
Human Resources,11/4/2017,0,4
Human Resources,8/11/2018,2,4
Human Resources,10/20/2018,2,4
Human Resources,4/6/2019,1,3
Kentuckiana Works Foundation,9/13/2014,0,2
Kentuckiana Works Foundation,5/9/2015,0,2
Kentuckiana Works Foundation,12/17/2016,0,1
Kentuckiana Works Foundation,1/14/2017,0,1
Kentuckiana Works Foundation,5/18/2019,0,2
Library,12/5/2015,11,61
Library,3/11/2017,4,53
Louisville Metro Council      ,8/30/2014,2,13
Louisville Metro Council      ,2/28/2015,2,16
Louisville Metro Council      ,11/19/2016,2,14
Louisville Metro Council      ,8/26/2017,1,12
Louisville Metro Council      ,5/19/2018,1,9
Louisville Metro Council      ,9/8/2018,1,8
Louisville Metro EMS,12/31/2016,0,4
Louisville Metro EMS,5/20/2017,1,4
Louisville Metro EMS,12/15/2018,0,4
Louisville Metro EMS,8/10/2019,0,4
Mayor's Office                ,12/21/2013,1,5
Mayor's Office                ,3/15/2014,1,5
Mayor's Office                ,1/3/2015,0,5
Mayor's Office                ,3/26/2016,0,6
Mayor's Office                ,8/27/2016,0,6
Mayor's Office                ,4/21/2018,1,5
Mayor's Office                ,11/3/2018,1,5
Metro Animal Services         ,12/6/2014,0,1
Metro Animal Services         ,8/13/2016,0,1
Metro Animal Services         ,8/12/2017,0,1
Metro Animal Services         ,6/15/2019,0,1
Metro Parks & Recreation,1/18/2014,16,77
Metro Parks & Recreation,4/12/2014,19,76
Metro Parks & Recreation,5/24/2014,19,81
Metro Parks & Recreation,12/5/2015,18,67
Metro Parks & Recreation,3/11/2017,12,55
Metro Parks & Recreation,4/8/2017,9,55
Metro Police,8/2/2014,18,224
Metro Police,8/30/2014,17,219
Metro Police,2/28/2015,14,207
Metro Police,6/6/2015,22,200
Metro Police,8/15/2015,20,188
Metro Police,2/25/2017,20,146
Metro Police,11/18/2017,20,115
Metro Police,12/2/2017,24,115
Metro Police,3/24/2018,23,115
Metro Police,5/19/2018,26,111
Metro Police,9/8/2018,22,110
Metro Police,3/23/2019,17,99
OMB ,7/19/2014,7,25
OMB ,3/12/2016,6,23
OMB ,7/16/2016,6,22
OMB ,11/5/2016,6,19
OMB ,5/20/2017,7,18
OMB ,11/4/2017,5,19
OMB ,10/20/2018,7,16
OMB ,4/20/2019,7,15
Parking Authority of River Cty,6/7/2014,2,9
Parking Authority of River Cty,12/16/2017,1,5
Parking Authority of River Cty,6/29/2019,2,5
Public Health & Wellness,3/28/2015,0,2
Belle of Louisville           ,7/2/2016,0,1
Belle of Louisville           ,7/1/2017,0,1
Belle of Louisville           ,5/19/2018,0,1
Civic Innovation & Technology,8/30/2014,4,9
Civic Innovation & Technology,10/25/2014,4,9
Civic Innovation & Technology,1/3/2015,4,9
Civic Innovation & Technology,11/21/2015,3,8
Civic Innovation & Technology,11/19/2016,2,6
Civic Innovation & Technology,4/21/2018,1,6
Civic Innovation & Technology,4/20/2019,1,4
Codes & Regulations,4/12/2014,5,22
Codes & Regulations,8/16/2014,5,20
Codes & Regulations,12/19/2015,5,23
Codes & Regulations,4/8/2017,8,22
Codes & Regulations,9/22/2018,9,22
Community Services,11/8/2014,2,12
Community Services,9/26/2015,2,10
Community Services,5/21/2016,1,8
Community Services,8/13/2016,1,8
Community Services,2/11/2017,2,8
Community Services,5/20/2017,1,9
Community Services,4/7/2018,1,9
Coroner                       ,2/14/2015,0,5
Coroner                       ,4/25/2015,0,5
Coroner                       ,8/27/2016,0,2
Coroner                       ,7/15/2017,0,6
Corrections                   ,4/26/2014,0,1
Corrections                   ,8/30/2014,0,1
Corrections                   ,6/6/2015,0,1
Corrections                   ,6/2/2018,1,2
Corrections                   ,7/14/2018,1,2
Corrections                   ,9/8/2018,1,2
Corrections                   ,11/17/2018,1,2
Corrections                   ,8/10/2019,0,2
County Attorney               ,8/31/2013,0,7
County Attorney               ,9/14/2013,0,7
County Attorney               ,5/5/2018,0,4
Develop Louisville,2/14/2015,3,12
Develop Louisville,8/25/2018,4,6
Economic Development ,5/24/2014,2,5
Economic Development ,10/24/2015,0,2
Economic Development ,12/5/2015,0,2
Economic Development ,6/4/2016,0,2
Emergency Mgt Agency/MetroSafe,9/28/2013,3,24
Emergency Mgt Agency/MetroSafe,3/29/2014,5,23
Emergency Mgt Agency/MetroSafe,6/29/2019,2,13
Fire & Rescue                 ,2/1/2014,22,158
Fire & Rescue                 ,3/28/2015,26,142
Fire & Rescue                 ,12/5/2015,17,117
Fire & Rescue                 ,6/2/2018,9,70
Fire & Rescue                 ,11/17/2018,4,59
Fleet & Facilities,1/18/2014,9,30
Human Relations Commission    ,6/7/2014,1,5
Human Relations Commission    ,12/19/2015,1,4
Human Relations Commission    ,6/1/2019,0,3
Human Resources,6/21/2014,1,6
Human Resources,12/6/2014,0,4
Human Resources,6/15/2019,1,3
Kentuckiana Works Foundation,3/28/2015,0,2
Library,10/10/2015,10,61
Library,8/13/2016,11,59
Library,12/31/2016,10,57
Library,2/11/2017,6,53
Library,7/1/2017,5,55
Library,9/23/2017,5,52
Library,4/7/2018,10,50
Library,5/18/2019,7,45
Louisville Metro Council      ,10/11/2014,3,13
Louisville Metro Council      ,6/15/2019,1,8
Louisville Metro EMS,5/24/2014,0,6
Louisville Metro EMS,11/8/2014,0,6
Louisville Metro EMS,10/24/2015,0,5
Louisville Metro EMS,5/21/2016,0,5
Louisville Metro EMS,2/11/2017,0,4
Louisville Metro EMS,4/7/2018,0,4
Mayor's Office                ,7/15/2017,0,6
Mayor's Office                ,12/16/2017,0,4
Mayor's Office                ,2/10/2018,0,5
Metro Animal Services         ,11/23/2013,0,1
Metro Animal Services         ,1/18/2014,0,1
Metro Animal Services         ,4/25/2015,0,1
Metro Animal Services         ,11/5/2016,0,1
Metro Animal Services         ,7/15/2017,0,1
Metro Animal Services         ,1/26/2019,0,1
Metro Parks & Recreation,9/13/2014,17,74
Metro Parks & Recreation,1/13/2018,8,46
Metro Parks & Recreation,5/4/2019,6,40
Metro Police,12/21/2013,14,240
Metro Police,4/25/2015,20,201
Metro Police,8/1/2015,21,195
Metro Police,7/15/2017,22,145
OMB ,10/10/2015,6,23
OMB ,8/13/2016,7,22
OMB ,5/19/2018,7,16
OMB ,1/12/2019,7,16
OMB ,4/6/2019,7,15
Parking Authority of River Cty,4/26/2014,2,9
Parking Authority of River Cty,8/2/2014,1,9
Parking Authority of River Cty,8/30/2014,1,9
Parking Authority of River Cty,6/6/2015,0,9
Parking Authority of River Cty,6/4/2016,2,7
Parking Authority of River Cty,12/30/2017,1,5
Parking Authority of River Cty,7/14/2018,1,4
Parking Authority of River Cty,9/8/2018,1,4
Parking Authority of River Cty,3/9/2019,2,5
Public Health & Wellness,9/27/2014,0,2
Public Health & Wellness,12/17/2016,0,3
Public Health & Wellness,6/2/2018,1,3
Public Health & Wellness,8/10/2019,2,3
PW&A ,12/7/2013,24,92
PW&A ,9/13/2014,29,85
PW&A ,4/11/2015,17,81
PW&A ,9/12/2015,18,77
PW&A ,1/16/2016,26,73
Waterfront Development Corp,7/19/2014,1,6
Waterfront Development Corp,9/27/2014,1,6
Waterfront Development Corp,6/18/2016,1,6
Waterfront Development Corp,8/13/2016,1,6
Waterfront Development Corp,12/31/2016,2,6
Youth Detention Services      ,6/21/2014,1,6
Youth Detention Services      ,12/6/2014,0,6
Youth Detention Services      ,9/12/2015,0,2
Youth Detention Services      ,1/16/2016,0,2
Youth Detention Services      ,7/30/2016,0,4
Youth Detention Services      ,12/1/2018,1,2
Zoo,1/31/2015,6,40
Belle of Louisville           ,11/9/2013,1,3
Belle of Louisville           ,10/25/2014,0,2
Belle of Louisville           ,5/23/2015,0,3
Civic Innovation & Technology,9/28/2013,4,9
Civic Innovation & Technology,5/5/2018,1,6
Civic Innovation & Technology,5/19/2018,1,6
Civic Innovation & Technology,6/2/2018,1,6
Codes & Regulations,8/30/2014,6,20
Codes & Regulations,6/6/2015,6,20
Codes & Regulations,1/28/2017,7,22
Codes & Regulations,4/22/2017,8,23
Codes & Regulations,8/12/2017,6,22
Codes & Regulations,12/2/2017,5,21
Codes & Regulations,9/8/2018,8,20
Codes & Regulations,12/29/2018,12,22
Codes & Regulations,3/23/2019,8,19
Codes & Regulations,6/15/2019,7,17
Community Services,1/28/2017,2,8
Community Services,8/12/2017,1,9
Community Services,12/2/2017,1,10
Community Services,12/29/2018,2,10
Community Services,3/23/2019,2,8
Community Services,6/15/2019,2,8
Coroner                       ,11/22/2014,0,5
Coroner                       ,8/26/2017,0,5
Coroner                       ,4/21/2018,0,6
Corrections                   ,10/21/2017,0,1
Corrections                   ,4/20/2019,1,2
County Attorney               ,3/1/2014,0,7
County Attorney               ,12/30/2017,0,3
County Attorney               ,1/13/2018,0,3
Develop Louisville,2/1/2014,5,16
Develop Louisville,9/13/2014,4,15
Develop Louisville,9/24/2016,2,10
Economic Development ,12/21/2013,2,6
Economic Development ,1/3/2015,1,4
Economic Development ,1/27/2018,0,1
Economic Development ,3/10/2018,0,1
Emergency Mgt Agency/MetroSafe,8/31/2013,3,26
Emergency Mgt Agency/MetroSafe,3/1/2014,5,24
Emergency Mgt Agency/MetroSafe,10/11/2014,3,22
Emergency Mgt Agency/MetroSafe,11/5/2016,3,17
Emergency Mgt Agency/MetroSafe,5/6/2017,3,17
Emergency Mgt Agency/MetroSafe,11/4/2017,2,16
Emergency Mgt Agency/MetroSafe,4/7/2018,0,13
Emergency Mgt Agency/MetroSafe,8/11/2018,2,13
Fire & Rescue                 ,12/19/2015,17,117
Fire & Rescue                 ,7/30/2016,17,111
Fire & Rescue                 ,11/5/2016,15,95
Fire & Rescue                 ,11/4/2017,15,76
Fire & Rescue                 ,8/11/2018,10,70
Fire & Rescue                 ,4/6/2019,6,58
Fleet & Facilities,10/11/2014,8,29
Fleet & Facilities,4/11/2015,8,29
Fleet & Facilities,8/1/2015,7,28
Fleet & Facilities,10/8/2016,12,29
Fleet & Facilities,5/6/2017,11,27
Fleet & Facilities,5/19/2018,7,23
Human Relations Commission    ,2/14/2015,0,5
Human Relations Commission    ,3/25/2017,0,3
Human Relations Commission    ,8/25/2018,0,3
Human Relations Commission    ,4/6/2019,0,3
Human Resources,10/12/2013,0,7
Human Resources,3/12/2016,1,3
Human Resources,12/3/2016,1,3
Human Resources,6/16/2018,1,3
Human Resources,7/28/2018,1,4
Kentuckiana Works Foundation,5/10/2014,0,2
Kentuckiana Works Foundation,12/5/2015,0,1
Kentuckiana Works Foundation,2/23/2019,0,2
Library,5/9/2015,14,67
Library,2/24/2018,9,49
Library,5/19/2018,11,50
Louisville Metro Council      ,6/21/2014,3,14
Louisville Metro Council      ,8/2/2014,2,13
Louisville Metro Council      ,11/22/2014,2,13
Louisville Metro Council      ,3/11/2017,0,12
Louisville Metro Council      ,3/24/2018,1,9
Louisville Metro EMS,9/26/2015,0,5
Louisville Metro EMS,1/28/2017,0,4
Louisville Metro EMS,8/12/2017,0,4
Louisville Metro EMS,6/15/2019,0,4
Mayor's Office                ,3/29/2014,1,5
Mayor's Office                ,9/10/2016,0,6
Metro Animal Services         ,5/20/2017,0,1
Metro Animal Services         ,2/9/2019,0,1
Metro Animal Services         ,6/29/2019,0,1
Metro Animal Services         ,8/10/2019,0,1
Metro Parks & Recreation,4/9/2016,19,62
Metro Parks & Recreation,11/19/2016,13,57
Metro Parks & Recreation,8/26/2017,9,51
Metro Police,7/13/2019,13,96
OMB ,9/26/2015,5,23
OMB ,11/7/2015,5,23
OMB ,6/30/2018,7,16
Parking Authority of River Cty,12/6/2014,2,9
Parking Authority of River Cty,3/28/2015,1,9
Parking Authority of River Cty,7/2/2016,2,7
Parking Authority of River Cty,8/13/2016,1,7
Parking Authority of River Cty,12/15/2018,2,5
Public Health & Wellness,1/30/2016,0,3
Public Health & Wellness,1/26/2019,1,3
PW&A ,8/2/2014,32,87
PW&A ,8/30/2014,31,86
PW&A ,6/6/2015,16,80
PW&A ,6/20/2015,15,80
PW&A ,8/15/2015,18,78
PW&A ,9/9/2017,13,57
PW&A ,12/2/2017,15,57
PW&A ,9/8/2018,16,52
PW&A ,12/29/2018,14,48
PW&A ,3/23/2019,15,47
Waterfront Development Corp,3/25/2017,3,6
Waterfront Development Corp,1/26/2019,1,3
Waterfront Development Corp,7/13/2019,2,3
Youth Detention Services      ,12/21/2013,1,6
Youth Detention Services      ,1/18/2014,1,6
Youth Detention Services      ,12/5/2015,0,2
Youth Detention Services      ,1/28/2017,1,3
Youth Detention Services      ,12/2/2017,1,2
Youth Detention Services      ,12/29/2018,1,2
Youth Detention Services      ,3/23/2019,1,2
Zoo,1/4/2014,6,45
Zoo,8/16/2014,6,43
Zoo,5/18/2019,9,29
Waterfront Development Corp,10/6/2018,2,3
Youth Detention Services      ,11/9/2013,0,6
Zoo,9/14/2013,7,47
Zoo,2/15/2014,9,44
Zoo,9/13/2014,5,44
Zoo,12/20/2014,5,41
Zoo,1/14/2017,3,38
Zoo,1/28/2017,3,38
Zoo,5/6/2017,4,35
Zoo,12/29/2018,7,28
Zoo,5/4/2019,8,31
Belle of Louisville           ,11/5/2016,0,1
Civic Innovation & Technology,5/9/2015,4,9
Civic Innovation & Technology,3/9/2019,1,4
Codes & Regulations,9/14/2013,5,25
Codes & Regulations,1/18/2014,3,23
Codes & Regulations,2/15/2014,4,23
Codes & Regulations,7/4/2015,7,20
Codes & Regulations,12/5/2015,6,22
Codes & Regulations,10/22/2016,7,23
Community Services,9/14/2013,5,18
Community Services,12/21/2013,7,18
Community Services,2/15/2014,3,12
Community Services,9/27/2014,2,12
Community Services,12/5/2015,1,8
Community Services,9/22/2018,2,10
Coroner                       ,5/23/2015,0,4
Coroner                       ,6/4/2016,0,2
Coroner                       ,9/24/2016,0,3
Coroner                       ,1/14/2017,0,4
Coroner                       ,3/9/2019,0,7
Corrections                   ,6/7/2014,0,1
Corrections                   ,7/5/2014,0,1
Corrections                   ,8/2/2014,0,1
Corrections                   ,12/17/2016,0,1
Corrections                   ,2/9/2019,1,2
County Attorney               ,4/9/2016,0,4
County Attorney               ,5/7/2016,0,4
County Attorney               ,8/25/2018,0,4
Develop Louisville,6/7/2014,6,16
Develop Louisville,12/3/2016,1,10
Develop Louisville,6/16/2018,4,7
Economic Development ,8/2/2014,1,4
Economic Development ,7/28/2018,0,1
Economic Development ,2/9/2019,0,1
Emergency Mgt Agency/MetroSafe,11/21/2015,3,19
Emergency Mgt Agency/MetroSafe,1/16/2016,4,19
Fire & Rescue                 ,11/8/2014,18,145
Fire & Rescue                 ,5/23/2015,26,138
Fire & Rescue                 ,1/12/2019,4,57
Fire & Rescue                 ,3/9/2019,5,58
Fleet & Facilities,11/9/2013,6,30
Fleet & Facilities,11/21/2015,10,28
Fleet & Facilities,1/16/2016,11,28
Fleet & Facilities,2/13/2016,11,28
Human Relations Commission    ,9/28/2013,0,4
Human Relations Commission    ,2/27/2016,1,4
Human Relations Commission    ,1/13/2018,0,3
Human Resources,5/10/2014,0,6
Human Resources,6/20/2015,0,5
Human Resources,9/12/2015,0,4
Human Resources,6/17/2017,0,4
Kentuckiana Works Foundation,3/29/2014,0,2
Kentuckiana Works Foundation,11/7/2015,0,1
Kentuckiana Works Foundation,8/13/2016,0,1
Kentuckiana Works Foundation,9/10/2016,0,1
Kentuckiana Works Foundation,8/12/2017,0,1
Kentuckiana Works Foundation,6/30/2018,0,1
Library,9/28/2013,17,76
Library,12/7/2013,16,74
Library,2/27/2016,11,59
Library,6/18/2016,12,59
Library,9/9/2017,6,52
Library,1/13/2018,6,50
Library,1/12/2019,10,48
Louisville Metro Council      ,8/27/2016,3,14
Louisville Metro Council      ,6/17/2017,1,12
Louisville Metro Council      ,1/27/2018,1,10
Louisville Metro Council      ,3/10/2018,1,9
Louisville Metro EMS,2/15/2014,0,6
Louisville Metro EMS,9/27/2014,0,6
Louisville Metro EMS,9/22/2018,0,4
Mayor's Office                ,2/28/2015,1,4
Mayor's Office                ,7/4/2015,0,4
Mayor's Office                ,8/29/2015,0,4
Mayor's Office                ,4/23/2016,0,6
Mayor's Office                ,7/2/2016,0,6
Mayor's Office                ,8/13/2016,0,6
Mayor's Office                ,8/12/2017,0,6
Mayor's Office                ,11/18/2017,1,5
Metro Animal Services         ,9/13/2014,0,1
Metro Animal Services         ,1/3/2015,0,1
Metro Animal Services         ,3/12/2016,0,1
Metro Animal Services         ,3/26/2016,0,1
Metro Animal Services         ,8/25/2018,0,1
Metro Animal Services         ,4/20/2019,0,1
Metro Animal Services         ,5/18/2019,0,1
Metro Parks & Recreation,11/9/2013,19,79
Metro Parks & Recreation,11/23/2013,20,79
Metro Parks & Recreation,5/23/2015,17,68
Metro Parks & Recreation,12/30/2017,7,48
Metro Parks & Recreation,4/7/2018,8,49
Metro Parks & Recreation,1/26/2019,5,40
Metro Police,2/27/2016,20,168
Metro Police,5/7/2016,22,165
Metro Police,1/13/2018,25,113
Metro Police,8/25/2018,21,108
OMB ,3/28/2015,7,23
OMB ,8/15/2015,6,23
OMB ,4/23/2016,6,22
OMB ,10/8/2016,5,20
OMB ,2/11/2017,6,19
OMB ,9/22/2018,7,16
Parking Authority of River Cty,2/14/2015,1,9
Parking Authority of River Cty,2/13/2016,2,7
Parking Authority of River Cty,10/7/2017,2,5
Public Health & Wellness,1/17/2015,0,2
PW&A ,1/18/2014,26,91
PW&A ,2/15/2014,27,89
PW&A ,4/26/2014,24,87
PW&A ,5/10/2014,24,87
PW&A ,10/10/2015,19,76
PW&A ,12/5/2015,21,74
PW&A ,3/11/2017,17,67
PW&A ,7/14/2018,17,54
Waterfront Development Corp,8/25/2018,2,3
Youth Detention Services      ,8/12/2017,2,3
Youth Detention Services      ,9/22/2018,2,2
Youth Detention Services      ,6/15/2019,0,2
Zoo,1/3/2015,5,41
Zoo,5/20/2017,3,36
Zoo,9/23/2017,5,34
Zoo,12/1/2018,7,32
PW&A ,11/17/2018,15,49
Waterfront Development Corp,4/26/2014,1,6
Waterfront Development Corp,10/10/2015,2,6
Waterfront Development Corp,10/21/2017,3,6
Youth Detention Services      ,6/4/2016,0,4
Zoo,2/14/2015,6,40
Zoo,4/11/2015,6,42
Zoo,9/26/2015,8,41
Zoo,4/22/2017,5,35
PW&A ,3/10/2018,19,55
Waterfront Development Corp,12/19/2015,1,6
Waterfront Development Corp,4/9/2016,1,6
Waterfront Development Corp,5/7/2016,1,6
Waterfront Development Corp,2/24/2018,1,4
Youth Detention Services      ,9/28/2013,0,6
Youth Detention Services      ,7/5/2014,1,6
Youth Detention Services      ,6/20/2015,0,3
Youth Detention Services      ,6/17/2017,3,4
Youth Detention Services      ,4/7/2018,2,3
Youth Detention Services      ,10/6/2018,2,2
Youth Detention Services      ,1/26/2019,1,2
Zoo,1/18/2014,6,44
Zoo,10/11/2014,5,44
Zoo,3/26/2016,8,38
Zoo,11/5/2016,4,39
Zoo,10/20/2018,6,32
PW&A ,12/17/2016,22,68
PW&A ,8/25/2018,16,52
PW&A ,4/20/2019,14,47
Waterfront Development Corp,12/21/2013,1,6
Waterfront Development Corp,11/17/2018,2,3
Youth Detention Services      ,2/27/2016,0,3
Youth Detention Services      ,10/7/2017,1,2
Youth Detention Services      ,2/9/2019,1,2
Zoo,12/5/2015,10,40
Zoo,12/2/2017,6,33
Zoo,2/23/2019,10,29
Zoo,7/16/2016,6,41
Zoo,7/30/2016,5,40
Zoo,9/24/2016,4,40
Zoo,2/25/2017,3,36
Zoo,6/3/2017,4,35
Zoo,9/22/2018,7,32
Zoo,4/20/2019,8,31
Zoo,7/27/2019,9,30
PW&A ,3/28/2015,17,81
PW&A ,5/23/2015,14,80
PW&A ,1/2/2016,27,73
Waterfront Development Corp,8/30/2014,1,6
Waterfront Development Corp,4/25/2015,2,6
Waterfront Development Corp,6/6/2015,2,6
Waterfront Development Corp,9/9/2017,2,6
Waterfront Development Corp,9/8/2018,2,3
Waterfront Development Corp,2/9/2019,2,3
Zoo,8/31/2013,7,47
Zoo,3/1/2014,7,44
Zoo,6/20/2015,7,42
Zoo,7/4/2015,7,42
Zoo,9/12/2015,8,41
Zoo,5/5/2018,6,34
Zoo,6/2/2018,6,34
Waterfront Development Corp,2/15/2014,2,6
Waterfront Development Corp,12/20/2014,3,6
Waterfront Development Corp,7/4/2015,2,6
Waterfront Development Corp,1/28/2017,2,6
Waterfront Development Corp,2/25/2017,3,6
Waterfront Development Corp,6/3/2017,2,6
Waterfront Development Corp,12/29/2018,1,3
Youth Detention Services      ,5/9/2015,0,3
Youth Detention Services      ,12/17/2016,0,3
Youth Detention Services      ,12/31/2016,0,3
Youth Detention Services      ,3/25/2017,1,4
Youth Detention Services      ,5/18/2019,0,2
Youth Detention Services      ,8/10/2019,0,2
Zoo,8/30/2014,5,44
