MONTH_END_DATE,DEPT,REG_TEMP,AGE_GROUP_AT_DEPARTURE,ETHNIC_GROUP,GENDER,YEARS_IN_METRO,REASON,LEAVE_TYPE,EMP_LEFT,DEPT_EMP_LEFT,REG_TEMP_DEPT_TOTAL_EMP,DEPT_TOTAL_EMP,METRO_EMP_LEFT,REG_TEMP_METRO_TOTAL_EMP,METRO_TOTAL_EMP,MONTH,YEAR
8/31/2016,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,6,14,14,175,377,385,August,2016
8/31/2016,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,175,377,385,August,2016
8/31/2016,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,5,4,4,175,377,385,August,2016
6/30/2016,Metro Parks & Recreation,R,20 to 29 years,BLACK,M,Under 1 year,Dismissed during Probation,Involuntary,1,13,35,38,84,395,404,June,2016
6/30/2016,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,13,3,38,84,9,404,June,2016
6/30/2016,Zoo,T,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,7,3,27,84,9,404,June,2016
7/31/2016,Coroner                       ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,176,397,407,July,2016
7/31/2016,Metro Police,R,30 to 44 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,17,79,79,176,397,407,July,2016
7/31/2016,Zoo,T,Under 20,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,19,4,28,176,10,407,July,2016
8/31/2016,Community Services,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,2,4,3,3,175,377,385,August,2016
8/31/2016,Corrections                   ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,2,9,NULL,NULL,NULL,NULL,NULL,August,2016
8/31/2016,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,74,2,37,175,8,385,August,2016
8/31/2016,OMB ,R,60 to 74 years,WHITE,F,15 to 19.9 years,Resignation                   ,Voluntary,1,4,13,13,175,377,385,August,2016
8/31/2016,PW&A ,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,2,39,39,175,377,385,August,2016
8/31/2016,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,7,3,3,175,377,385,August,2016
9/30/2016,Human Resources,R,45 to 59 years,UNKNOWN,F,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,3,2,2,136,381,391,September,2016
9/30/2016,Metro Parks & Recreation,T,60 to 74 years,BLACK,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,28,2,37,136,10,391,September,2016
9/30/2016,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,28,2,37,136,10,391,September,2016
9/30/2016,Waterfront Development Corp,T,Under 20,UNKNOWN,M,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,2,1,5,136,10,391,September,2016
10/31/2016,Metro Parks & Recreation,NULL,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,4,33,NULL,NULL,NULL,NULL,NULL,October,2016
10/31/2016,Metro Parks & Recreation,R,30 to 44 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,33,33,33,176,368,375,October,2016
11/30/2016,Metro Parks & Recreation,T,45 to 59 years,WHITE,F,1 to 4.9 years,Elimination of Position       ,Involuntary,1,17,2,35,128,10,374,November,2016
11/30/2016,Zoo,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,48,22,27,128,364,374,November,2016
12/31/2016,Corrections                   ,NULL,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,5,NULL,NULL,NULL,NULL,NULL,December,2016
12/31/2016,Parking Authority of River Cty,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,96,363,371,December,2016
2/28/2017,Develop Louisville,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,2,6,6,70,354,360,February,2017
2/28/2017,Fire & Rescue,R,30 to 44 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,4,53,53,70,354,360,February,2017
2/28/2017,Library,R,Under 20,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,6,23,25,70,354,360,February,2017
2/28/2017,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,25,70,6,360,February,2017
3/31/2017,Public Health & Wellness,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,1,1,83,359,364,March,2017
3/31/2017,Waterfront Development Corp,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,83,5,364,March,2017
4/30/2017,Fire & Rescue,R,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,1,53,53,83,361,366,April,2017
4/30/2017,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,15,1,32,83,5,366,April,2017
4/30/2017,Metro Parks & Recreation,T,Over 74,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,15,1,32,83,5,366,April,2017
4/30/2017,Metro Police,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,12,82,82,83,361,366,April,2017
5/31/2017,Codes & Regulations,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,15,15,75,358,364,May,2017
5/31/2017,Corrections                   ,NULL,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,2,9,NULL,NULL,NULL,NULL,NULL,May,2017
5/31/2017,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,75,358,364,May,2017
6/30/2017,Fleet & Facilities,R,45 to 59 years,BLACK,M,5 to 9.9 years,Dismissed - Elig for Rehire,Involuntary,1,5,16,16,85,359,365,June,2017
6/30/2017,Louisville Metro EMS,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resigned during Probation,Voluntary,1,4,4,4,85,359,365,June,2017
4/30/2018,Civic Innovation & Technology,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,69,302,309,April,2018
4/30/2018,Library,R,30 to 44 years,BLACK,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,23,24,69,302,309,April,2018
4/30/2018,Public Health & Wellness,R,60 to 74 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,3,2,2,69,302,309,April,2018
6/30/2018,Economic Development ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,84,298,305,June,2018
6/30/2018,Louisville Metro EMS,R,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,4,4,84,298,305,June,2018
7/31/2018,Corrections                   ,R,30 to 44 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,7,1,1,130,295,301,July,2018
7/31/2018,Fire & Rescue,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Unable To Accommodate,Involuntary,1,9,43,43,130,295,301,July,2018
7/31/2018,Metro Parks & Recreation,T,45 to 59 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,51,2,28,130,6,301,July,2018
7/31/2018,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,51,2,28,130,6,301,July,2018
7/31/2018,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,19,51,2,28,130,6,301,July,2018
7/31/2018,Metro Police,R,60 to 74 years,BLACK,M,5 to 9.9 years,Normal Retirement             ,Retired,1,6,63,63,130,295,301,July,2018
8/31/2018,Fire & Rescue,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,10,42,42,241,291,297,August,2018
8/31/2018,Louisville Metro EMS,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,7,4,4,241,291,297,August,2018
8/31/2018,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,84,2,26,241,6,297,August,2018
8/31/2018,Metro Police,R,30 to 44 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,30,64,64,241,291,297,August,2018
8/31/2018,Metro Police,R,30 to 44 years,WHITE,M,Over 20,Normal Retirement             ,Retired,3,30,64,64,241,291,297,August,2018
8/31/2018,Public Health & Wellness,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,August,2018
9/30/2018,Metro Parks & Recreation,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,19,24,26,97,285,291,September,2018
9/30/2018,Public Health & Wellness,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,9,NULL,NULL,NULL,NULL,NULL,September,2018
9/30/2018,Public Health & Wellness,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,9,2,2,97,285,291,September,2018
9/30/2018,Zoo,R,45 to 59 years,WHITE,F,15 to 19.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,14,18,21,97,285,291,September,2018
10/31/2018,Metro Parks & Recreation,NULL,45 to 59 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,43,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Metro Parks & Recreation,NULL,Under 20,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,43,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Metro Police,R,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,18,62,62,184,282,286,October,2018
10/31/2018,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,3,1,1,184,282,286,October,2018
10/31/2018,Zoo,T,45 to 59 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,56,3,20,184,4,286,October,2018
11/30/2018,Belle of Louisville           ,NULL,45 to 59 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,7,NULL,NULL,NULL,NULL,NULL,November,2018
11/30/2018,Corrections                   ,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,6,1,1,131,275,279,November,2018
11/30/2018,Louisville Metro EMS,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,7,4,4,131,275,279,November,2018
11/30/2018,Zoo,T,30 to 44 years,WHITE,F,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,55,3,20,131,4,279,November,2018
12/31/2018,County Attorney               ,R,60 to 74 years,BLACK,F,5 to 9.9 years,Normal Retirement             ,Retired,1,2,3,3,99,271,273,December,2018
12/31/2018,Louisville Metro Council      ,R,Over 74,BLACK,F,Over 20,Normal Retirement             ,Retired,1,8,6,6,99,271,273,December,2018
12/31/2018,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,7,4,4,99,271,273,December,2018
12/31/2018,Metro Parks & Recreation,NULL,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,13,NULL,NULL,NULL,NULL,NULL,December,2018
12/31/2018,Zoo,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,3,21,1,17,99,2,273,December,2018
12/31/2018,Zoo,T,Over 74,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,21,1,17,99,2,273,December,2018
4/30/2018,Codes & Regulations,R,30 to 44 years,UNKNOWN,M,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,2,16,16,69,302,309,April,2018
4/30/2018,Corrections                   ,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,9,1,1,69,302,309,April,2018
4/30/2018,Library,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,2,23,24,69,302,309,April,2018
4/30/2018,OMB ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,9,9,69,302,309,April,2018
5/31/2018,County Attorney               ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,3,3,75,299,305,May,2018
6/30/2018,Louisville Metro Council      ,R,60 to 74 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,4,6,6,84,298,305,June,2018
6/30/2018,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,4,17,2,28,84,7,305,June,2018
6/30/2018,Office of Performance Improvmt,NULL,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,June,2018
7/31/2018,Library,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,22,23,130,295,301,July,2018
7/31/2018,Metro Parks & Recreation,T,45 to 59 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,3,51,2,28,130,6,301,July,2018
8/31/2018,Coroner                       ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,241,291,297,August,2018
9/30/2018,Codes & Regulations,R,20 to 29 years,UNKNOWN,F,Under 1 year,Dismissed during Probation,Involuntary,1,2,15,15,97,285,291,September,2018
9/30/2018,Corrections                   ,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,5,1,1,97,285,291,September,2018
9/30/2018,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,19,2,26,97,6,291,September,2018
10/31/2018,Belle of Louisville           ,NULL,20 to 29 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,23,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Belle of Louisville           ,NULL,60 to 74 years,WHITE,F,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,23,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,184,282,286,October,2018
10/31/2018,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,12,4,4,184,282,286,October,2018
10/31/2018,Metro Parks & Recreation,NULL,30 to 44 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,43,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Metro Parks & Recreation,NULL,30 to 44 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,43,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Zoo,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,12,56,3,20,184,4,286,October,2018
11/30/2018,Public Health & Wellness,R,60 to 74 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,3,2,2,131,275,279,November,2018
11/30/2018,Zoo,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,55,17,20,131,275,279,November,2018
12/31/2018,Develop Louisville,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,3,3,99,271,273,December,2018
12/31/2018,Library,R,60 to 74 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,6,22,23,99,271,273,December,2018
12/31/2018,Zoo,T,Under 20,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,3,21,1,17,99,2,273,December,2018
1/31/2019,Library,R,20 to 29 years,BLACK,F,5 to 9.9 years,Resignation                   ,Voluntary,1,4,22,22,82,270,272,January,2019
1/31/2019,Louisville Metro Council      ,R,30 to 44 years,WHITE,F,5 to 9.9 years,Administration Change         ,Involuntary,1,6,5,5,82,270,272,January,2019
1/31/2019,Zoo,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,17,82,2,272,January,2019
2/28/2019,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,BLACK,F,15 to 19.9 years,Resignation                   ,Voluntary,1,2,6,6,43,267,270,February,2019
2/28/2019,Metro Parks & Recreation,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,7,23,24,43,267,270,February,2019
3/31/2019,Community Services,NULL,30 to 44 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,3,19,NULL,NULL,NULL,NULL,NULL,March,2019
4/30/2019,Metro Animal Services         ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,1,1,67,265,269,April,2019
4/30/2019,Public Health & Wellness,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,1,1,67,265,269,April,2019
4/30/2019,PW&A ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,April,2019
5/31/2019,County Attorney               ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,2,2,86,262,267,May,2019
9/30/2015,Develop Louisville,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,5,8,8,81,427,437,September,2015
9/30/2015,Metro Parks & Recreation,R,60 to 74 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,21,40,44,81,427,437,September,2015
9/30/2015,Metro Police,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,13,85,85,81,427,437,September,2015
9/30/2015,Youth Detention Services      ,R,45 to 59 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,2,1,1,81,427,437,September,2015
10/31/2015,Coroner                       ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,200,422,429,October,2015
10/31/2015,Kentuckiana Works Foundation,R,60 to 74 years,WHITE,F,5 to 9.9 years,Early Retirement              ,Retired,1,2,1,1,200,422,429,October,2015
10/31/2015,Zoo,T,45 to 59 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,91,4,29,200,7,429,October,2015
11/30/2015,County Attorney               ,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,2,2,119,416,422,November,2015
12/31/2015,Louisville Metro Council      ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,89,409,415,December,2015
12/31/2015,PW&A ,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,8,43,43,89,409,415,December,2015
12/31/2015,PW&A ,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,8,43,43,89,409,415,December,2015
1/31/2016,Metro Police,R,60 to 74 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,12,81,81,61,404,410,January,2016
2/29/2016,Codes & Regulations,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,3,4,14,14,61,400,405,February,2016
2/29/2016,Louisville Metro Council      ,NULL,Over 74,UNKNOWN,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,2,NULL,NULL,NULL,NULL,NULL,February,2016
3/31/2016,Louisville Metro EMS,R,30 to 44 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,7,4,4,68,400,404,March,2016
3/31/2016,PW&A ,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,3,42,42,68,400,404,March,2016
4/30/2016,Community Services,NULL,30 to 44 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,8,NULL,NULL,NULL,NULL,NULL,April,2016
4/30/2016,Corrections                   ,NULL,45 to 59 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,3,NULL,NULL,NULL,NULL,NULL,April,2016
4/30/2016,County Attorney               ,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,2,2,92,401,409,April,2016
4/30/2016,Metro Police,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,15,79,79,92,401,409,April,2016
4/30/2016,Youth Detention Services      ,R,45 to 59 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,4,3,3,92,401,409,April,2016
5/31/2016,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,77,396,405,May,2016
5/31/2016,Louisville Metro EMS,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,6,4,4,77,396,405,May,2016
6/30/2016,Corrections                   ,NULL,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,12,NULL,NULL,NULL,NULL,NULL,June,2016
6/30/2016,Metro Animal Services         ,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,2,NULL,NULL,NULL,NULL,NULL,June,2016
6/30/2016,PW&A ,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,5,41,41,84,395,404,June,2016
7/31/2016,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,11,65,3,38,176,10,407,July,2016
7/31/2016,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,2,17,79,79,176,397,407,July,2016
7/31/2016,Metro Police,R,60 to 74 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,2,17,79,79,176,397,407,July,2016
7/31/2016,Waterfront Development Corp,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,2,1,5,176,10,407,July,2016
8/31/2016,Corrections                   ,NULL,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,9,NULL,NULL,NULL,NULL,NULL,August,2016
8/31/2016,Metro Police,R,60 to 74 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,10,76,76,175,377,385,August,2016
8/31/2016,Office of Performance Improvmt,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,3,NULL,NULL,NULL,NULL,NULL,August,2016
8/31/2016,Parking Authority of River Cty,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,175,377,385,August,2016
9/30/2016,Civic Innovation & Technology,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,7,7,136,381,391,September,2016
9/30/2016,Corrections                   ,NULL,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,7,NULL,NULL,NULL,NULL,NULL,September,2016
9/30/2013,Louisville Metro EMS,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,3,5,5,61,562,577,September,2013
9/30/2013,Metro Parks & Recreation,T,Under 20,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,12,6,56,61,15,577,September,2013
9/30/2013,Metro Police,R,45 to 59 years,WHITE,F,5 to 9.9 years,Resignation - DO NOT REHIRE,Voluntary,1,8,121,121,61,562,577,September,2013
10/31/2013,Zoo,T,30 to 44 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,62,4,34,114,14,568,October,2013
10/31/2013,Zoo,T,45 to 59 years,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,62,4,34,114,14,568,October,2013
11/30/2013,Develop Louisville,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,150,549,562,November,2013
11/30/2013,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,7,65,4,34,150,13,562,November,2013
11/30/2013,Zoo,T,Under 20,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,65,4,34,150,13,562,November,2013
12/31/2013,Library,T,60 to 74 years,WHITE,F,Over 20,Resignation                   ,Voluntary,1,2,3,42,51,9,555,December,2013
12/31/2013,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,3,53,51,9,555,December,2013
12/31/2013,Metro Parks & Recreation,T,Under 20,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,17,3,53,51,9,555,December,2013
12/31/2013,Public Health & Wellness,R,60 to 74 years,BLACK,F,5 to 9.9 years,Resignation                   ,Voluntary,1,6,1,1,51,546,555,December,2013
2/28/2014,Metro Parks & Recreation,R,20 to 29 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,3,20,51,53,63,536,543,February,2014
2/28/2014,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,2,20,2,53,63,7,543,February,2014
2/28/2014,OMB ,R,45 to 59 years,BLACK,M,Under 1 year,Resignation                   ,Voluntary,1,1,18,18,63,536,543,February,2014
3/31/2014,Codes & Regulations,R,60 to 74 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,1,12,12,52,533,540,March,2014
3/31/2014,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,52,533,540,March,2014
4/30/2014,Community Services,NULL,20 to 29 years,BLACK,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,14,NULL,NULL,NULL,NULL,NULL,April,2014
4/30/2014,Library,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,4,39,41,65,530,539,April,2014
4/30/2014,Metro Animal Services         ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,65,530,539,April,2014
5/31/2014,Belle of Louisville           ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,70,528,540,May,2014
5/31/2014,Metro Police,R,30 to 44 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,6,111,111,70,528,540,May,2014
6/30/2014,Belle of Louisville           ,NULL,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,June,2014
6/30/2014,Library,R,30 to 44 years,BLACK,F,5 to 9.9 years,Resignation                   ,Voluntary,1,7,39,41,92,526,537,June,2014
6/30/2014,Metro Police,R,30 to 44 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,12,109,109,92,526,537,June,2014
6/30/2014,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,4,12,109,109,92,526,537,June,2014
6/30/2014,OMB ,R,45 to 59 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,4,16,16,92,526,537,June,2014
7/31/2014,Corrections                   ,NULL,45 to 59 years,BLACK,F,5 to 9.9 years,Resignation                   ,Voluntary,1,13,NULL,NULL,NULL,NULL,NULL,July,2014
7/31/2014,Emergency Mgt Agency/MetroSafe,R,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,2,17,17,161,519,530,July,2014
