DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,PARETO_TYPE,TOTAL_HOURS,TOTAL EMPLOYEE,TOTAL AVAL HOURS,LOST WORKTIME RATE
PW&A ,1/16/2016,UNPAID ABSENCE,28.06,444,35520,0.000789
PW&A ,1/16/2016,WORKERS COMP,10,444,35520,0.000281
PW&A ,1/30/2016,FMLA,202,445,35600,0.005674
PW&A ,1/30/2016,FUNERAL,174,445,35600,0.004887
PW&A ,1/30/2016,SICK,761.15,445,35600,0.02138
PW&A ,1/30/2016,UNPAID ABSENCE,39.35,445,35600,0.001105
PW&A ,1/30/2016,WORKERS COMP,80,445,35600,0.002247
PW&A ,2/13/2016,FMLA,367,447,35760,0.010262
PW&A ,2/13/2016,FUNERAL,170,447,35760,0.004753
PW&A ,2/13/2016,SICK,1142.75,447,35760,0.031956
PW&A ,2/13/2016,SUSPENSION,46,447,35760,0.001286
PW&A ,2/13/2016,UNPAID ABSENCE,82.97,447,35760,0.00232
PW&A ,2/13/2016,WORKERS COMP,80,447,35760,0.002237
PW&A ,2/27/2016,FMLA,334,449,35920,0.009298
PW&A ,2/27/2016,FUNERAL,136,449,35920,0.003786
PW&A ,2/27/2016,SICK,867.99,449,35920,0.024164
PW&A ,2/27/2016,SUSPENSION,48,449,35920,0.001336
PW&A ,2/27/2016,UNPAID ABSENCE,156.97,449,35920,0.004369
PW&A ,2/27/2016,WORKERS COMP,168,449,35920,0.004677
PW&A ,3/12/2016,FMLA,416.6,450,36000,0.011572
PW&A ,3/12/2016,FUNERAL,176,450,36000,0.004888
PW&A ,3/12/2016,MILITARY,8,450,36000,0.000222
PW&A ,3/12/2016,SICK,1207.25,450,36000,0.033534
PW&A ,3/12/2016,SUSPENSION,80,450,36000,0.002222
PW&A ,3/12/2016,UNPAID ABSENCE,116.64,450,36000,0.00324
PW&A ,3/12/2016,WORKERS COMP,144,450,36000,0.004
PW&A ,3/26/2016,FMLA,216.25,448,35840,0.006033
PW&A ,3/26/2016,FUNERAL,191.25,448,35840,0.005336
PW&A ,3/26/2016,SICK,943.5,448,35840,0.026325
PW&A ,3/26/2016,SUSPENSION,8,448,35840,0.000223
PW&A ,3/26/2016,UNPAID ABSENCE,178.18,448,35840,0.004971
PW&A ,3/26/2016,WORKERS COMP,200,448,35840,0.00558
PW&A ,4/9/2016,FMLA,533,450,36000,0.014805
PW&A ,4/9/2016,FUNERAL,116,450,36000,0.003222
PW&A ,4/9/2016,JURY DUTY,8,450,36000,0.000222
PW&A ,4/9/2016,MILITARY,16,450,36000,0.000444
PW&A ,4/9/2016,SICK,883.28,450,36000,0.024535
PW&A ,4/9/2016,UNPAID ABSENCE,143.64,450,36000,0.00399
PW&A ,4/9/2016,WORKERS COMP,232,450,36000,0.006444
PW&A ,4/23/2016,FMLA,561.25,450,36000,0.01559
PW&A ,4/23/2016,FUNERAL,192,450,36000,0.005333
PW&A ,4/23/2016,JURY DUTY,52,450,36000,0.001444
PW&A ,4/23/2016,MEDICAL,40,450,36000,0.001111
PW&A ,4/23/2016,MILITARY,40,450,36000,0.001111
PW&A ,4/23/2016,SICK,870.2,450,36000,0.024172
PW&A ,4/23/2016,UNPAID ABSENCE,170.36,450,36000,0.004732
PW&A ,4/23/2016,WORKERS COMP,192,450,36000,0.005333
PW&A ,5/7/2016,FMLA,344.3,449,35920,0.009585
PW&A ,5/7/2016,FUNERAL,126,449,35920,0.003507
PW&A ,5/7/2016,SICK,1005.77,449,35920,0.028
PW&A ,5/7/2016,SUSPENSION,72,449,35920,0.002004
PW&A ,5/7/2016,UNPAID ABSENCE,198.17,449,35920,0.005516
PW&A ,5/7/2016,WORKERS COMP,160,449,35920,0.004454
PW&A ,5/21/2016,FMLA,136,447,35760,0.003803
PW&A ,5/21/2016,FUNERAL,196,447,35760,0.00548
PW&A ,5/21/2016,JURY DUTY,10,447,35760,0.000279
PW&A ,5/21/2016,SICK,1031.02,447,35760,0.028831
PW&A ,5/21/2016,SUSPENSION,40,447,35760,0.001118
PW&A ,5/21/2016,UNPAID ABSENCE,113.32,447,35760,0.003168
PW&A ,5/21/2016,WORKERS COMP,160,447,35760,0.004474
PW&A ,6/4/2016,FMLA,206,449,35920,0.005734
PW&A ,6/4/2016,FUNERAL,118,449,35920,0.003285
PW&A ,6/4/2016,JURY DUTY,48,449,35920,0.001336
PW&A ,6/4/2016,MEDICAL,16,449,35920,0.000445
PW&A ,6/4/2016,MILITARY,30,449,35920,0.000835
PW&A ,6/4/2016,SICK,1170.63,449,35920,0.032589
PW&A ,6/4/2016,SUSPENSION,152,449,35920,0.004231
PW&A ,6/4/2016,UNPAID ABSENCE,120.01,449,35920,0.003341
PW&A ,6/4/2016,WORKERS COMP,160,449,35920,0.004454
PW&A ,6/18/2016,FMLA,232.25,450,36000,0.006451
PW&A ,6/18/2016,FUNERAL,200,450,36000,0.005555
PW&A ,6/18/2016,JURY DUTY,18,450,36000,0.0005
PW&A ,6/18/2016,MEDICAL,80,450,36000,0.002222
PW&A ,6/18/2016,MILITARY,80,450,36000,0.002222
PW&A ,6/18/2016,SICK,1320.11,450,36000,0.036669
PW&A ,6/18/2016,SUSPENSION,160,450,36000,0.004444
PW&A ,6/18/2016,UNPAID ABSENCE,102.73,450,36000,0.002853
PW&A ,6/18/2016,WORKERS COMP,136,450,36000,0.003777
PW&A ,7/2/2016,FMLA,192,449,35920,0.005345
PW&A ,7/2/2016,FUNERAL,80,449,35920,0.002227
PW&A ,7/2/2016,JURY DUTY,10,449,35920,0.000278
PW&A ,7/2/2016,MEDICAL,80,449,35920,0.002227
PW&A ,7/2/2016,MILITARY,34,449,35920,0.000946
PW&A ,7/2/2016,SICK,956.7,449,35920,0.026634
PW&A ,7/2/2016,SUSPENSION,224,449,35920,0.006236
PW&A ,7/2/2016,UNPAID ABSENCE,119.96,449,35920,0.003339
PW&A ,7/2/2016,WORKERS COMP,10,449,35920,0.000278
PW&A ,7/16/2016,FMLA,186.25,451,36080,0.005162
PW&A ,7/16/2016,FUNERAL,144,451,36080,0.003991
PW&A ,7/16/2016,JURY DUTY,16,451,36080,0.000443
PW&A ,7/16/2016,MEDICAL,72,451,36080,0.001995
PW&A ,7/16/2016,MILITARY,40,451,36080,0.001108
PW&A ,7/16/2016,SICK,1050.75,451,36080,0.029122
PW&A ,7/16/2016,SUSPENSION,140,451,36080,0.00388
PW&A ,7/16/2016,UNPAID ABSENCE,85.69,451,36080,0.002375
PW&A ,7/16/2016,WORKERS COMP,30,451,36080,0.000831
PW&A ,7/30/2016,FMLA,232,450,36000,0.006444
PW&A ,7/30/2016,FUNERAL,185.5,450,36000,0.005152
PW&A ,7/30/2016,MEDICAL,83,450,36000,0.002305
PW&A ,7/30/2016,MILITARY,16,450,36000,0.000444
PW&A ,7/30/2016,SICK,1267.49,450,36000,0.035208
PW&A ,7/30/2016,SUSPENSION,20,450,36000,0.000555
PW&A ,7/30/2016,UNPAID ABSENCE,139.36,450,36000,0.003871
PW&A ,7/30/2016,WORKERS COMP,16,450,36000,0.000444
PW&A ,8/13/2016,FMLA,437,449,35920,0.012165
PW&A ,8/13/2016,FUNERAL,160.75,449,35920,0.004475
PW&A ,8/13/2016,JURY DUTY,10,449,35920,0.000278
PW&A ,8/13/2016,MEDICAL,80,449,35920,0.002227
PW&A ,8/13/2016,SICK,1297.34,449,35920,0.036117
PW&A ,8/13/2016,SUSPENSION,50,449,35920,0.001391
PW&A ,8/13/2016,UNPAID ABSENCE,84.16,449,35920,0.002342
PW&A ,8/13/2016,WORKERS COMP,40,449,35920,0.001113
PW&A ,8/27/2016,FMLA,294,450,36000,0.008166
PW&A ,8/27/2016,FUNERAL,242,450,36000,0.006722
PW&A ,8/27/2016,MEDICAL,40,450,36000,0.001111
PW&A ,8/27/2016,MILITARY,32,450,36000,0.000888
PW&A ,8/27/2016,SICK,934.87,450,36000,0.025968
PW&A ,8/27/2016,SUSPENSION,40,450,36000,0.001111
PW&A ,8/27/2016,UNPAID ABSENCE,192.82,450,36000,0.005356
PW&A ,8/27/2016,WORKERS COMP,32,450,36000,0.000888
PW&A ,9/10/2016,FMLA,232,452,36160,0.006415
PW&A ,9/10/2016,FUNERAL,122,452,36160,0.003373
PW&A ,9/10/2016,JURY DUTY,10,452,36160,0.000276
PW&A ,9/10/2016,MEDICAL,0,452,36160,0
PW&A ,9/10/2016,MILITARY,32,452,36160,0.000884
PW&A ,9/10/2016,SICK,699.1,452,36160,0.019333
PW&A ,9/10/2016,SUSPENSION,116,452,36160,0.003207
PW&A ,9/10/2016,UNPAID ABSENCE,190.21,452,36160,0.00526
PW&A ,9/24/2016,FMLA,210.45,451,36080,0.005832
PW&A ,9/24/2016,FUNERAL,156,451,36080,0.004323
PW&A ,9/24/2016,JURY DUTY,48,451,36080,0.00133
PW&A ,9/24/2016,SICK,867.8,451,36080,0.024052
PW&A ,9/24/2016,SUSPENSION,144,451,36080,0.003991
PW&A ,9/24/2016,UNPAID ABSENCE,157.15,451,36080,0.004355
PW&A ,10/8/2016,FMLA,118,451,36080,0.00327
PW&A ,10/8/2016,FUNERAL,156,451,36080,0.004323
PW&A ,10/8/2016,JURY DUTY,50,451,36080,0.001385
PW&A ,10/8/2016,SICK,1091.83,451,36080,0.030261
PW&A ,10/8/2016,SUSPENSION,40,451,36080,0.001108
PW&A ,10/8/2016,UNPAID ABSENCE,176.76,451,36080,0.004899
PW&A ,10/8/2016,WORKERS COMP,80,451,36080,0.002217
PW&A ,10/22/2016,FMLA,272.75,453,36240,0.007526
PW&A ,10/22/2016,FUNERAL,80,453,36240,0.002207
PW&A ,10/22/2016,MILITARY,20,453,36240,0.000551
PW&A ,10/22/2016,SICK,964.85,453,36240,0.026623
PW&A ,10/22/2016,SUSPENSION,152,453,36240,0.004194
PW&A ,10/22/2016,UNPAID ABSENCE,189.1,453,36240,0.005217
PW&A ,10/22/2016,WORKERS COMP,80,453,36240,0.002207
PW&A ,11/5/2016,FMLA,165,454,36320,0.004542
PW&A ,11/5/2016,FUNERAL,126,454,36320,0.003469
PW&A ,11/5/2016,JURY DUTY,88,454,36320,0.002422
PW&A ,11/5/2016,SICK,734.9,454,36320,0.020234
PW&A ,11/5/2016,SUSPENSION,249,454,36320,0.006855
PW&A ,11/5/2016,UNPAID ABSENCE,170.21,454,36320,0.004686
PW&A ,11/5/2016,WORKERS COMP,80,454,36320,0.002202
PW&A ,11/19/2016,FMLA,289.05,453,36240,0.007975
PW&A ,11/19/2016,FUNERAL,53,453,36240,0.001462
PW&A ,11/19/2016,JURY DUTY,10,453,36240,0.000275
PW&A ,11/19/2016,SICK,844.5,453,36240,0.023302
PW&A ,11/19/2016,SUSPENSION,64,453,36240,0.001766
PW&A ,11/19/2016,UNPAID ABSENCE,294.14,453,36240,0.008116
PW&A ,11/19/2016,WORKERS COMP,128,453,36240,0.003532
PW&A ,12/3/2016,FMLA,206.5,457,36540,0.005651
PW&A ,12/3/2016,FUNERAL,154,457,36540,0.004214
PW&A ,12/3/2016,SICK,532.65,457,36540,0.014577
PW&A ,12/3/2016,SUSPENSION,40,457,36540,0.001094
PW&A ,12/3/2016,UNPAID ABSENCE,344.85,457,36540,0.009437
PW&A ,12/3/2016,WORKERS COMP,160,457,36540,0.004378
PW&A ,12/17/2016,FMLA,91,453,36220,0.002512
PW&A ,12/17/2016,FUNERAL,234.25,453,36220,0.006467
PW&A ,12/17/2016,JURY DUTY,82,453,36220,0.002263
PW&A ,12/17/2016,SICK,922.2,453,36220,0.025461
PW&A ,12/17/2016,SUSPENSION,20,453,36220,0.000552
PW&A ,12/17/2016,UNPAID ABSENCE,145.35,453,36220,0.004012
PW&A ,12/17/2016,WORKERS COMP,104,453,36220,0.002871
PW&A ,12/31/2016,FMLA,131.25,457,36540,0.003591
PW&A ,12/31/2016,FUNERAL,102,457,36540,0.002791
PW&A ,12/31/2016,JURY DUTY,8,457,36540,0.000218
PW&A ,12/31/2016,SICK,897.05,457,36540,0.024549
PW&A ,12/31/2016,SUSPENSION,40,457,36540,0.001094
PW&A ,12/31/2016,UNPAID ABSENCE,211.5,457,36540,0.005788
PW&A ,12/31/2016,WORKERS COMP,80,457,36540,0.002189
PW&A ,1/14/2017,FMLA,135,457,36540,0.003694
PW&A ,1/14/2017,FUNERAL,250,457,36540,0.006841
PW&A ,1/14/2017,MILITARY,16,457,36540,0.000437
PW&A ,1/14/2017,SICK,753.35,457,36540,0.020617
PW&A ,1/14/2017,SUSPENSION,160,457,36540,0.004378
PW&A ,1/14/2017,UNPAID ABSENCE,293.75,457,36540,0.008039
PW&A ,1/14/2017,WORKERS COMP,80,457,36540,0.002189
PW&A ,1/28/2017,FMLA,201.05,458,36620,0.00549
PW&A ,1/28/2017,FUNERAL,143.5,458,36620,0.003918
PW&A ,1/28/2017,JURY DUTY,64,458,36620,0.001747
PW&A ,1/28/2017,MILITARY,56,458,36620,0.001529
PW&A ,1/28/2017,SICK,884.66,458,36620,0.024157
PW&A ,1/28/2017,SUSPENSION,24,458,36620,0.000655
PW&A ,1/28/2017,UNPAID ABSENCE,274,458,36620,0.007482
PW&A ,1/28/2017,WORKERS COMP,80,458,36620,0.002184
PW&A ,2/11/2017,FMLA,271.25,457,36540,0.007423
PW&A ,2/11/2017,FUNERAL,110,457,36540,0.00301
PW&A ,2/11/2017,JURY DUTY,8,457,36540,0.000218
PW&A ,2/11/2017,MILITARY,40,457,36540,0.001094
PW&A ,2/11/2017,SICK,1099.16,457,36540,0.030081
PW&A ,2/11/2017,SUSPENSION,40,457,36540,0.001094
PW&A ,2/11/2017,UNPAID ABSENCE,111.4,457,36540,0.003048
PW&A ,2/11/2017,WORKERS COMP,80,457,36540,0.002189
PW&A ,2/25/2017,FMLA,338,457,36540,0.00925
PW&A ,2/25/2017,FUNERAL,244,457,36540,0.006677
PW&A ,2/25/2017,JURY DUTY,8,457,36540,0.000218
PW&A ,2/25/2017,SICK,1214.35,457,36540,0.033233
PW&A ,2/25/2017,SUSPENSION,64,457,36540,0.001751
PW&A ,2/25/2017,UNPAID ABSENCE,58.05,457,36540,0.001588
PW&A ,2/25/2017,WORKERS COMP,160,457,36540,0.004378
PW&A ,3/11/2017,FMLA,330.5,458,36620,0.009025
PW&A ,3/11/2017,FUNERAL,203.75,458,36620,0.005563
PW&A ,3/11/2017,JURY DUTY,12.5,458,36620,0.000341
PW&A ,3/11/2017,SICK,1036.12,458,36620,0.028293
PW&A ,3/11/2017,UNPAID ABSENCE,84.25,458,36620,0.0023
PW&A ,3/11/2017,WORKERS COMP,200,458,36620,0.005461
PW&A ,3/25/2017,FMLA,460.75,456,36460,0.012637
PW&A ,3/25/2017,FUNERAL,155.9,456,36460,0.004275
PW&A ,3/25/2017,MILITARY,10,456,36460,0.000274
PW&A ,3/25/2017,SICK,1108.2,456,36460,0.030394
PW&A ,3/25/2017,SUSPENSION,88,456,36460,0.002413
PW&A ,3/25/2017,UNPAID ABSENCE,115.75,456,36460,0.003174
PW&A ,3/25/2017,WORKERS COMP,232,456,36460,0.006363
PW&A ,4/8/2017,FMLA,543.75,456,36460,0.014913
PW&A ,4/8/2017,FUNERAL,32,456,36460,0.000877
PW&A ,4/8/2017,JURY DUTY,44.5,456,36460,0.00122
PW&A ,4/8/2017,SICK,882.45,456,36460,0.024203
PW&A ,4/8/2017,SUSPENSION,28,456,36460,0.000767
PW&A ,4/8/2017,UNPAID ABSENCE,60.3,456,36460,0.001653
PW&A ,4/8/2017,WORKERS COMP,240,456,36460,0.006582
PW&A ,4/22/2017,FMLA,251.94,457,36540,0.006894
PW&A ,4/22/2017,FUNERAL,182,457,36540,0.00498
PW&A ,4/22/2017,JURY DUTY,24,457,36540,0.000656
PW&A ,4/22/2017,MILITARY,10,457,36540,0.000273
PW&A ,4/22/2017,SICK,1245.79,457,36540,0.034093
PW&A ,4/22/2017,SUSPENSION,16,457,36540,0.000437
PW&A ,4/22/2017,UNPAID ABSENCE,109.67,457,36540,0.003001
PW&A ,4/22/2017,WORKERS COMP,270,457,36540,0.007389
PW&A ,5/6/2017,FMLA,187.75,460,36780,0.005104
PW&A ,5/6/2017,FUNERAL,78,460,36780,0.00212
PW&A ,5/6/2017,MILITARY,40,460,36780,0.001087
PW&A ,5/6/2017,SICK,1179.17,460,36780,0.03206
PW&A ,5/6/2017,SUSPENSION,18,460,36780,0.000489
PW&A ,5/6/2017,UNPAID ABSENCE,76.7,460,36780,0.002085
PW&A ,5/6/2017,WORKERS COMP,376,460,36780,0.010222
PW&A ,5/20/2017,FMLA,126.75,457,36540,0.003468
PW&A ,5/20/2017,FUNERAL,276,457,36540,0.007553
PW&A ,5/20/2017,MILITARY,56,457,36540,0.001532
PW&A ,5/20/2017,SICK,1420.65,457,36540,0.038879
PW&A ,5/20/2017,SUSPENSION,48,457,36540,0.001313
PW&A ,5/20/2017,UNPAID ABSENCE,155.81,457,36540,0.004264
PW&A ,5/20/2017,WORKERS COMP,430,457,36540,0.011767
PW&A ,6/3/2017,FMLA,194.5,459,36700,0.005299
PW&A ,6/3/2017,FUNERAL,112,459,36700,0.003051
PW&A ,6/3/2017,MILITARY,48,459,36700,0.001307
PW&A ,6/3/2017,SICK,1031.34,459,36700,0.028101
PW&A ,6/3/2017,UNPAID ABSENCE,69.75,459,36700,0.0019
PW&A ,6/3/2017,WORKERS COMP,568,459,36700,0.015476
PW&A ,6/17/2017,FMLA,226.44,456,36460,0.00621
PW&A ,6/17/2017,FUNERAL,106,456,36460,0.002907
PW&A ,6/17/2017,MILITARY,26,456,36460,0.000713
PW&A ,6/17/2017,SICK,1326.28,456,36460,0.036376
PW&A ,6/17/2017,UNPAID ABSENCE,94.31,456,36460,0.002586
PW&A ,6/17/2017,WORKERS COMP,424,456,36460,0.011629
PW&A ,7/1/2017,FMLA,342.25,455,36380,0.009407
PW&A ,7/1/2017,FUNERAL,142,455,36380,0.003903
PW&A ,7/1/2017,JURY DUTY,6.25,455,36380,0.000171
PW&A ,7/1/2017,MILITARY,80,455,36380,0.002199
PW&A ,7/1/2017,SICK,1240.5,455,36380,0.034098
PW&A ,7/1/2017,UNPAID ABSENCE,165.28,455,36380,0.004543
PW&A ,7/1/2017,WORKERS COMP,520,455,36380,0.014293
PW&A ,7/15/2017,FMLA,372,458,36620,0.010158
PW&A ,7/15/2017,FUNERAL,138,458,36620,0.003768
PW&A ,7/15/2017,MEDICAL,0,458,36620,0
PW&A ,7/15/2017,MILITARY,30,458,36620,0.000819
PW&A ,7/15/2017,SICK,1311.15,458,36620,0.035804
PW&A ,7/15/2017,SUSPENSION,40,458,36620,0.001092
PW&A ,7/15/2017,UNPAID ABSENCE,139.16,458,36620,0.0038
PW&A ,7/15/2017,WORKERS COMP,600,458,36620,0.016384
PW&A ,7/29/2017,FMLA,440,458,36620,0.012015
PW&A ,7/29/2017,FUNERAL,158,458,36620,0.004314
PW&A ,7/29/2017,SICK,955.05,458,36620,0.02608
PW&A ,7/29/2017,SUSPENSION,144,458,36620,0.003932
PW&A ,7/29/2017,UNPAID ABSENCE,125.7,458,36620,0.003432
PW&A ,7/29/2017,WORKERS COMP,640,458,36620,0.017476
PW&A ,8/12/2017,FMLA,331,458,36620,0.009038
PW&A ,8/12/2017,FUNERAL,86,458,36620,0.002348
PW&A ,8/12/2017,SICK,1176.6,458,36620,0.032129
PW&A ,8/12/2017,SUSPENSION,208,458,36620,0.005679
PW&A ,8/12/2017,UNPAID ABSENCE,95.49,458,36620,0.002607
PW&A ,8/12/2017,WORKERS COMP,720,458,36620,0.019661
PW&A ,8/26/2017,FMLA,331.25,455,36380,0.009105
PW&A ,8/26/2017,FUNERAL,16,455,36380,0.000439
PW&A ,8/26/2017,JURY DUTY,60,455,36380,0.001649
PW&A ,8/26/2017,MILITARY,80,455,36380,0.002199
PW&A ,8/26/2017,SICK,1212.4,455,36380,0.033326
PW&A ,8/26/2017,SUSPENSION,120,455,36380,0.003298
PW&A ,8/26/2017,UNPAID ABSENCE,391.47,455,36380,0.01076
PW&A ,8/26/2017,WORKERS COMP,640,455,36380,0.017592
PW&A ,9/9/2017,FMLA,482.25,456,36460,0.013226
PW&A ,9/9/2017,FUNERAL,75,456,36460,0.002057
PW&A ,9/9/2017,JURY DUTY,8,456,36460,0.000219
PW&A ,9/9/2017,MILITARY,32,456,36460,0.000877
PW&A ,9/9/2017,SICK,888,456,36460,0.024355
PW&A ,9/9/2017,SUSPENSION,74,456,36460,0.002029
PW&A ,9/9/2017,UNPAID ABSENCE,368.43,456,36460,0.010105
PW&A ,9/9/2017,WORKERS COMP,608,456,36460,0.016675
PW&A ,9/23/2017,FMLA,479.5,455,36380,0.01318
PW&A ,9/23/2017,FUNERAL,212,455,36380,0.005827
PW&A ,9/23/2017,SICK,1031.45,455,36380,0.028352
PW&A ,9/23/2017,SUSPENSION,168,455,36380,0.004617
PW&A ,9/23/2017,UNPAID ABSENCE,281.95,455,36380,0.00775
PW&A ,9/23/2017,WORKERS COMP,550,455,36380,0.015118
PW&A ,10/7/2017,FMLA,539.25,454,36300,0.014855
PW&A ,10/7/2017,FUNERAL,130,454,36300,0.003581
PW&A ,10/7/2017,SICK,971.18,454,36300,0.026754
PW&A ,10/7/2017,SUSPENSION,170,454,36300,0.004683
PW&A ,10/7/2017,UNPAID ABSENCE,210.05,454,36300,0.005786
PW&A ,10/7/2017,WORKERS COMP,464,454,36300,0.012782
PW&A ,10/21/2017,FMLA,395.25,455,36380,0.010864
PW&A ,10/21/2017,FUNERAL,178,455,36380,0.004892
PW&A ,10/21/2017,MILITARY,16,455,36380,0.000439
PW&A ,10/21/2017,SICK,1040.25,455,36380,0.028594
PW&A ,10/21/2017,SUSPENSION,136,455,36380,0.003738
PW&A ,10/21/2017,UNPAID ABSENCE,210.64,455,36380,0.005789
PW&A ,10/21/2017,WORKERS COMP,400,455,36380,0.010995
PW&A ,11/4/2017,FMLA,388,453,36220,0.010712
PW&A ,11/4/2017,FUNERAL,114,453,36220,0.003147
PW&A ,11/4/2017,JURY DUTY,32,453,36220,0.000883
PW&A ,11/4/2017,MILITARY,30,453,36220,0.000828
PW&A ,11/4/2017,SICK,1151.22,453,36220,0.031784
PW&A ,11/4/2017,SUSPENSION,38,453,36220,0.001049
PW&A ,11/4/2017,UNPAID ABSENCE,289.75,453,36220,0.007999
PW&A ,11/4/2017,WORKERS COMP,470,453,36220,0.012976
PW&A ,11/18/2017,FMLA,437,455,36380,0.012012
PW&A ,11/18/2017,FUNERAL,148,455,36380,0.004068
PW&A ,11/18/2017,SICK,981.15,455,36380,0.026969
PW&A ,11/18/2017,SUSPENSION,26,455,36380,0.000714
PW&A ,11/18/2017,UNPAID ABSENCE,422.1,455,36380,0.011602
PW&A ,11/18/2017,WORKERS COMP,504,455,36380,0.013853
PW&A ,12/2/2017,FMLA,408,453,36220,0.011264
PW&A ,12/2/2017,FUNERAL,104,453,36220,0.002871
PW&A ,12/2/2017,SICK,908.1,453,36220,0.025071
PW&A ,12/2/2017,SUSPENSION,36,453,36220,0.000993
PW&A ,12/2/2017,UNPAID ABSENCE,372.9,453,36220,0.010295
PW&A ,12/2/2017,WORKERS COMP,480,453,36220,0.013252
PW&A ,12/16/2017,FMLA,367.5,452,36140,0.010168
PW&A ,12/16/2017,FUNERAL,116,452,36140,0.003209
PW&A ,12/16/2017,SICK,1173.3,452,36140,0.032465
PW&A ,12/16/2017,UNPAID ABSENCE,277.55,452,36140,0.007679
PW&A ,12/16/2017,WORKERS COMP,480,452,36140,0.013281
PW&A ,12/30/2017,FMLA,265.75,454,36300,0.00732
PW&A ,12/30/2017,FUNERAL,96,454,36300,0.002644
PW&A ,12/30/2017,SICK,1041.25,454,36300,0.028684
PW&A ,12/30/2017,SUSPENSION,64,454,36300,0.001763
PW&A ,12/30/2017,UNPAID ABSENCE,322.48,454,36300,0.008883
PW&A ,12/30/2017,WORKERS COMP,480,454,36300,0.013223
PW&A ,1/13/2018,FMLA,298.25,452,36140,0.008252
PW&A ,1/13/2018,FUNERAL,180,452,36140,0.00498
PW&A ,1/13/2018,SICK,1069.95,452,36140,0.029605
PW&A ,1/13/2018,SUSPENSION,16,452,36140,0.000442
PW&A ,1/13/2018,UNPAID ABSENCE,206.7,452,36140,0.005719
PW&A ,1/13/2018,WORKERS COMP,584,452,36140,0.016159
PW&A ,1/27/2018,FMLA,598.25,451,36060,0.01659
PW&A ,1/27/2018,FUNERAL,152,451,36060,0.004215
PW&A ,1/27/2018,JURY DUTY,8,451,36060,0.000221
PW&A ,1/27/2018,SICK,1298.15,451,36060,0.035999
PW&A ,1/27/2018,SUSPENSION,66,451,36060,0.00183
PW&A ,1/27/2018,UNPAID ABSENCE,217.8,451,36060,0.006039
PW&A ,1/27/2018,WORKERS COMP,568,451,36060,0.015751
PW&A ,2/10/2018,FMLA,600,451,36060,0.016638
PW&A ,2/10/2018,FUNERAL,130,451,36060,0.003605
PW&A ,2/10/2018,JURY DUTY,30.75,451,36060,0.000852
PW&A ,2/10/2018,SICK,1087.45,451,36060,0.030156
PW&A ,2/10/2018,SUSPENSION,40,451,36060,0.001109
PW&A ,2/10/2018,UNPAID ABSENCE,210.47,451,36060,0.005836
PW&A ,2/10/2018,WORKERS COMP,575.4,451,36060,0.015956
PW&A ,2/24/2018,FMLA,636.5,450,35980,0.01769
PW&A ,2/24/2018,FUNERAL,180,450,35980,0.005002
PW&A ,2/24/2018,SICK,1195.25,450,35980,0.033219
PW&A ,2/24/2018,SUSPENSION,156.75,450,35980,0.004356
PW&A ,2/24/2018,UNPAID ABSENCE,202.08,450,35980,0.005616
PW&A ,2/24/2018,WORKERS COMP,568,450,35980,0.015786
PW&A ,3/10/2018,FMLA,589.5,455,36380,0.016203
PW&A ,3/10/2018,FUNERAL,224,455,36380,0.006157
PW&A ,3/10/2018,SICK,1074.7,455,36380,0.02954
PW&A ,3/10/2018,SUSPENSION,200,455,36380,0.005497
PW&A ,3/10/2018,UNPAID ABSENCE,51.12,455,36380,0.001405
PW&A ,3/10/2018,WORKERS COMP,720,455,36380,0.019791
PW&A ,3/24/2018,FMLA,409.5,456,36460,0.011231
PW&A ,3/24/2018,FUNERAL,182,456,36460,0.004991
PW&A ,3/24/2018,MILITARY,20,456,36460,0.000548
PW&A ,3/24/2018,SICK,1158.9,456,36460,0.031785
PW&A ,3/24/2018,SUSPENSION,208,456,36460,0.005704
PW&A ,3/24/2018,UNPAID ABSENCE,95.79,456,36460,0.002627
PW&A ,3/24/2018,WORKERS COMP,800,456,36460,0.021941
PW&A ,4/7/2018,FMLA,457,455,36380,0.012561
PW&A ,4/7/2018,FUNERAL,140,455,36380,0.003848
PW&A ,4/7/2018,MILITARY,32,455,36380,0.000879
PW&A ,4/7/2018,SICK,1303.2,455,36380,0.035821
PW&A ,4/7/2018,SUSPENSION,144,455,36380,0.003958
PW&A ,4/7/2018,UNPAID ABSENCE,142.17,455,36380,0.003907
PW&A ,4/7/2018,WORKERS COMP,935.5,455,36380,0.025714
PW&A ,4/21/2018,FMLA,334.75,457,36540,0.009161
PW&A ,4/21/2018,FUNERAL,198,457,36540,0.005418
PW&A ,4/21/2018,JURY DUTY,122,457,36540,0.003338
PW&A ,4/21/2018,MILITARY,80,457,36540,0.002189
PW&A ,4/21/2018,SICK,1270.86,457,36540,0.034779
PW&A ,4/21/2018,SUSPENSION,106,457,36540,0.0029
PW&A ,4/21/2018,UNPAID ABSENCE,176.36,457,36540,0.004826
PW&A ,4/21/2018,WORKERS COMP,1070,457,36540,0.029282
PW&A ,5/5/2018,FMLA,227,457,36540,0.006212
PW&A ,5/5/2018,FUNERAL,184,457,36540,0.005035
PW&A ,5/5/2018,SICK,1107.2,457,36540,0.030301
PW&A ,5/5/2018,UNPAID ABSENCE,232.2,457,36540,0.006354
